filename,chroma_stft_mean,chroma_stft_var,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,rolloff_mean,rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,harmony_mean,harmony_var,perceptr_mean,perceptr_var,tempo,mfcc1_mean,mfcc2_mean,mfcc3_mean,mfcc4_mean,mfcc5_mean,mfcc6_mean,mfcc7_mean,mfcc8_mean,mfcc9_mean,mfcc10_mean,mfcc11_mean,mfcc12_mean,mfcc13_mean,mfcc14_mean,mfcc15_mean,mfcc16_mean,mfcc17_mean,mfcc18_mean,mfcc19_mean,mfcc20_mean,mfcc1_var,mfcc2_var,mfcc3_var,mfcc4_var,mfcc5_var,mfcc6_var,mfcc7_var,mfcc8_var,mfcc9_var,mfcc10_var,mfcc11_var,mfcc12_var,mfcc13_var,mfcc14_var,mfcc15_var,mfcc16_var,mfcc17_var,mfcc18_var,mfcc19_var,mfcc20_var,genre,base_name
jazz.00016.wav_stretch,0.2357394248247146,0.085708261,0.042695563,0.000758423,1467.1888956081657,144689.94117553896,1735.3969774593213,59971.564705882425,2819.790271721264,716982.7230011374,0.077264465,0.00179481,-1.61E-06,0.002380968,-6.52E-06,5.410982339526527e-05,151.99908088235293,-299.4170227,121.29379272460938,-5.809455872,37.49638748168945,-2.490216255,11.747467041015623,-13.92717075,5.419496059417725,-10.84969616,3.956157922744751,-8.196407318,6.025197982788086,-7.248260975,2.6469199657440186,-0.80824697,1.7260878086090088,-1.087592483,0.8761419653892517,0.5934305191040039,2.3531599044799805,2764.526855,634.5623779296875,396.5758056640625,191.1258850097656,89.21686553955078,112.8221664428711,85.46839141845703,79.54090118408203,84.60261535644531,59.763893127441406,66.96995544433594,78.21266937,62.55926132202149,78.45634460449219,130.5995330810547,121.50460052490234,132.8256378173828,174.52084350585938,133.4050293,107.7590332,jazz,jazz.00016
jazz.00016.wav_shift,0.2471859902143478,0.086966075,0.04245214,0.000694179,1383.344040115417,134572.18222077057,1627.9762667486764,51999.277771077686,2627.475449989124,664993.7169387925,0.073818458,0.00164855,-1.02E-05,0.002240227,-8.21E-06,6.773873610654846e-05,73.828125,-301.0357056,124.5243148803711,-7.070467949,36.71787643432617,-0.6519714,13.56937026977539,-12.0930624,3.6678271293640137,-9.541781425,1.4200304746627808,-7.787825584,1.864096999168396,-3.685904026,-2.752185345,2.637770175933838,0.4712356925010681,3.3671693801879883,-0.568913937,2.6788196563720703,-0.509087861,2615.077148,594.9224243164062,448.9019775390625,187.39422607421875,108.6347656,103.63375091552734,104.74180603027344,85.49481964111328,102.19588470458984,63.66704559326172,66.81150817871094,55.77440262,60.63743591308594,63.83199691772461,80.94638824,144.6735076904297,110.89486694335938,141.57098388671875,170.03982543945312,139.98301696777344,jazz,jazz.00016
disco.00052.wav,0.4163390100002289,0.078350276,0.1252895,0.002006995,2590.895265581968,256323.62138323943,2163.026313,67103.01060546527,5061.243667071491,947836.0266,0.1697749752271848,0.002673513,-0.002375863,0.005537375,-0.00160332,0.00708136,123.046875,-70.54645538,90.50209045410156,-48.06134033,36.66894912719727,-17.68213081,21.58345031738281,-30.19169998,24.033105850219727,-20.45255089,14.475555419921877,-18.4969101,9.121702194213867,-12.04778767,6.267944812774658,-11.54888058,4.907653331756592,-7.875761509,-0.645612657,-4.357142925,0.1958500146865844,1642,355.8827819824219,331.0527344,204.112793,164.07781982421875,132.64744567871094,99.00253295898438,98.09902954101562,85.84617614746094,77.52545166015625,86.19049835205078,53.90770721435547,59.53803634643555,55.81010818481445,50.16441345214844,40.30358887,38.91100311279297,45.67117691040039,41.66505432128906,45.50721359,disco,disco.00052
disco.00052.wav_noise,0.4167182935359151,0.078246375,0.12539572,0.002003196,2730.857729443196,237486.6861898278,2352.643028776723,61067.72316466733,5367.721267,862098.3398,0.1715853544325212,0.002637357,-0.002369384,0.005540046,-0.001604287,0.007083648,123.046875,-58.49013085,74.07697417684764,-32.37015431,21.6298537,-3.253287138,7.622371657665146,-16.68908749,11.22895332905407,-8.414946059,3.235403034946269,-7.998830792,-0.542582109,-3.142065692,-1.872576762,-4.125251049,-1.732741157,-1.988839791,-5.804192711,0.2067766525984686,-3.813126196,1493.993924881721,292.80626064196883,314.4024179183739,197.8490423923105,166.81494684693592,130.00360714102723,108.85260373792016,98.03531016443772,88.84805639340219,76.31939333,86.68643351639103,52.66016234612083,57.068857170104046,50.45352651204804,47.40997275702626,36.617406794162704,36.14240652110458,41.23819603,36.970658017173896,42.70167012647681,disco,disco.00052
disco.00052.wav_stretch,0.4135223627090454,0.079243332,0.086640894,0.000991811,2589.8677838222334,225072.0890955988,2171.878920104225,65458.58722377336,5086.572975687462,893239.2736567252,0.1709757889851485,0.002515229,-0.001897513,0.002964804,-0.001209285,0.002987773,99.38401442307692,-106.1967163,88.66396332,-47.40444183,36.71749496459961,-16.70554924,21.84736633300781,-29.29080963,24.196027755737305,-19.76846123,14.780879974365234,-17.4868412,9.459729194641112,-11.27537727,6.332025051116943,-10.85696125,4.976048946380615,-7.289671421,-0.25147754,-3.66796279,0.219948873,1463.531982421875,319.7286071777344,312.84381103515625,198.7531738,166.5445098876953,136.72715759277344,108.06511688232422,98.62080383,85.14311218261719,78.93138122558594,91.99407958984376,59.426361083984375,61.96287155151367,55.72826385498047,52.52828979492188,44.611778259277344,41.48346710205078,46.00704956054688,45.580055236816406,45.20859909057617,disco,disco.00052
disco.00052.wav_shift,0.4238457381725311,0.077796899,0.08536823,0.000854967,2430.369168667854,188284.9442374416,2055.894307160812,57269.00074288104,4800.147334052349,767160.6310925157,0.1598987033546017,0.002082085,-0.001462518,0.0028276,-0.00123468,0.002803606,123.046875,-111.5771103,101.22738647460938,-54.05312347,42.99151992797852,-21.97569847,29.041173934936523,-33.91936874,24.651500701904297,-19.28631592,13.89576816558838,-14.3992815,5.776520729064941,-7.727138996,2.766803503036499,-6.75221014,-1.074483633,-0.832652628,-4.948348045,-0.796954215,-2.536256313,1340.349121,285.7027587890625,297.04644775390625,180.08145141601562,164.8717803955078,122.30014038085938,109.39559173583984,86.83394622802734,87.61231994628906,77.88062286376953,84.41382598876953,71.66593933105469,66.03368377685547,52.51251983642578,50.35890197753906,49.816253662109375,38.83295440673828,37.02013397216797,35.15497589111328,41.58434295654297,disco,disco.00052
jazz.00002.wav,0.2677516341209411,0.08395011,0.08082792,0.000992247,1064.7190884868962,161070.75298632597,1050.357873250031,62092.31984357122,1895.8628076964908,488545.2841675744,0.057857363,0.000927121,1.2911392559544763e-06,0.006333692,5.762706223322311e-07,0.000412038,151.99908088235293,-256.9818115,175.33953857421875,-44.81544876,25.638648986816406,-4.257490158,-0.226352915,-11.31977749,-9.186364174,-4.102287769,-8.307012558,-22.55406761,-7.609409809,-7.656197071,-11.74476719,-8.174172401,-7.501619339,-12.29684353,-6.768096447,-3.500231981,-8.648591995,6372.452637,1215.996826171875,1082.3687744140625,404.8074340820313,234.8312530517578,112.45631408691406,94.20203399658205,73.75254821777344,86.01316833496094,106.35198211669922,99.03964996,71.08261108398438,57.58761596679688,80.39366149902344,70.17963409423828,39.93091965,54.68224334716797,45.68299102783203,41.43342208862305,73.39496612548828,jazz,jazz.00002
jazz.00002.wav_noise,0.2693889531891461,0.083715451,0.08103444,0.000983833,2170.629047285846,265343.7299144781,2614.116907783748,212318.84595419865,4751.368716919229,2902859.0914645884,0.072903072,0.001141711,3.447828026718005e-07,0.006322701,2.1667649117706954e-06,0.000417954,95.703125,-179.7889358,95.05106155826316,-1.724320306,5.0478594592994455,5.554694761841886,-4.795566797,-7.829608511,-8.823099571,-3.959898253,-9.150992907,-17.49742535,-10.2118693,-5.888677122,-10.19945443,-8.596796559,-7.446381453,-9.842498981,-6.769502806,-3.889518847,-7.177169449,2160.2688253185806,504.2523198942757,784.5342001994234,115.99445966288512,71.01485884,56.06227003750019,40.77738586398405,59.29780591554474,50.20673785804544,44.47537397553991,53.76414497512288,35.146807346868016,55.95311129880052,60.43442611878914,43.048539025867605,31.48204715181666,34.34668263508522,31.654488112672965,33.81875034,64.30889724930925,jazz,jazz.00002
jazz.00002.wav_stretch,0.2721371352672577,0.087974347,0.055547684,0.000535051,1079.8374042710325,164595.97983549206,1052.6332941353276,65591.90354760745,1915.4956779857675,509827.4463464665,0.066492062,0.001326588,-2.37E-06,0.003160627,-3.03E-06,0.000155032,123.046875,-292.7461853,167.51260375976562,-40.50318527,21.70906639099121,-2.570641756,-2.768659115,-11.08101559,-10.06765842,-3.423233509,-8.291338921,-22.10251999,-8.104923248,-7.088338852,-11.30952454,-7.373628616,-7.246838093,-11.70479298,-6.860001087,-3.67031312,-8.723825455,5864.847168,1032.2332763671875,1200.026611328125,383.2544860839844,242.2244873046875,126.72803497314452,83.06433868408203,75.97419738769531,98.24211883544922,116.70978546142578,95.52275848388672,79.41712188720703,59.15532302856445,87.97969818115234,74.64002990722656,45.56539916992188,75.33103942871094,64.12745666503906,57.768516540527344,93.71503448486328,jazz,jazz.00002
jazz.00002.wav_shift,0.2594276070594787,0.085140847,0.05783769,0.000629187,1001.8490035523308,133048.1901853752,989.8674760869858,54540.745611327686,1780.3695643307717,400303.6627931393,0.059117907,0.001002899,1.644134073330861e-07,0.003398662,-1.72E-07,0.000199177,107.6660156,-299.7572632,177.08169555664062,-41.3385849,22.46232795715332,-0.508073807,-1.578422904,-8.712075233,-8.91815567,-3.443972588,-4.299693584,-21.27111435,-13.24440193,-5.985102177,-11.43669224,-8.126076698,-5.191970825,-9.540182114,-11.28096867,-4.70035553,-7.280598164,6337.751953,911.3372802734376,1295.885986328125,404.4823913574219,216.5054626464844,140.59556579589844,77.88988494873047,93.17335510253906,94.99667358398438,111.79508972167967,89.38764953613281,63.56991958618164,68.32329559326172,88.26885986328125,80.40786743164062,49.10872650146485,53.39070892333984,54.37590789794922,36.60637283325195,44.64752197265625,jazz,jazz.00002
disco.00046.wav,0.3765473663806915,0.093446977,0.11295764,0.003004301,2259.6134224825128,278627.00690726686,2273.0172811903217,137461.57247221807,4889.510959704901,1490222.969409683,0.1141981462683681,0.002289071,1.0616236068017317e-05,0.004072706,0.000114898,0.007152348,123.046875,-125.7325974,101.7874526977539,-17.47882652,33.67085266113281,-15.23917103,23.69820976257324,-8.66255188,18.54314994812012,-14.05449009,19.96738052368164,-15.1393652,12.968243598937988,-14.30506229,3.0324692726135254,-7.088031292,1.622792363166809,-3.898688316,5.380833625793457,0.9638943672180176,2.688430070877075,3105.452148,404.34967041015625,445.7341309,316.3539123535156,154.50967407226562,220.67759704589844,152.48062133789062,99.66821289,74.36566925048828,76.54859924316406,73.96662139892578,69.99594879,98.57709503173828,80.18119049072266,97.76651763916016,103.94122314453124,108.52525329589844,62.32940673828125,115.65548706054688,74.67098236083984,disco,disco.00046
disco.00046.wav_noise,0.3771881817631242,0.09323469,0.113105536,0.002995172,2558.491654934862,199769.65481219263,2629.3709302341185,77209.89551576975,5581.712677639212,1126473.1852028829,0.1213124003045243,0.002209701,1.1223265139562358e-05,0.004072605,0.000123412,0.007151702,123.046875,-109.6573452,81.72556655554506,-1.074889444,19.530169068311157,-2.710648554,12.384504802330795,1.849792571891373,8.195637246,-3.660981644,9.695904632267109,-5.404373798,4.1083488606520415,-6.641644174,-3.169048084,-1.946315732,-2.607168952,-0.230439061,2.138421987406777,3.771520604613849,0.009387369,2338.7870242698405,202.8517204015141,331.3013251263643,311.00421205031927,131.80850099378964,195.6229283372868,138.17903622498562,92.95848151589485,68.33363339421099,71.29380544871897,59.111739698612766,55.97334654683588,81.97267271225644,67.31293034081062,81.87846308676818,80.87098083360328,83.32252139702005,61.314005915474034,89.96346625652508,75.65982401106824,disco,disco.00046
disco.00046.wav_stretch,0.3712995648384094,0.091356613,0.078066275,0.00152222,2282.5311437161427,242385.77780888724,2303.395067533314,116228.7974347338,4957.413731943263,1309268.4172120506,0.1175065748762376,0.00233192,4.323625944380183e-06,0.00243739,1.473422526032664e-05,0.00289391,95.703125,-157.4463806,97.52864074707033,-15.65483379,33.27293777,-14.13888454,23.38143920898437,-7.993620872,18.35410499572754,-12.87814713,19.21982765197754,-14.30657005,12.175698280334473,-13.56992817,2.6548469066619877,-6.962294579,1.4134488105773926,-3.999040365,4.588275433,0.5849902629852295,1.8433330059051516,2590.990966796875,320.1675109863281,409.878418,307.0383301,141.8590850830078,209.21766662597656,146.9451141357422,93.04540252685548,74.37942504882812,75.85936737060547,70.31952667236328,66.48693084716797,93.43063354492188,82.39431,96.74295806884766,99.81172943115234,103.9297866821289,60.67239761352539,108.87010955810548,74.42537689208984,disco,disco.00046
disco.00046.wav_shift,0.3805714249610901,0.090040877,0.076440446,0.001225812,2149.4000028866826,195156.07269120985,2178.7649711315166,96739.41255434856,4678.0675618111945,1117312.9831892631,0.1121717601991492,0.00185167,5.013839654566255e-06,0.002232663,5.137273910804652e-05,0.002635562,123.046875,-161.2637329,107.02114868164062,-21.68945122,40.22838211,-19.81962585,27.34514045715332,-12.54393482,22.550765991210938,-15.63464928,20.652406692504883,-11.75368977,10.40123176574707,-7.604148388,-1.776594162,-3.408104897,-2.507972956,-2.195681572,-0.542153835,3.976089000701904,2.016622782,2351.087891,267.5826110839844,349.09588623046875,321.8274841308594,167.66790771484375,204.39129638671875,162.90110778808594,83.02624512,92.68177795410156,67.73564910888672,68.74555206298828,60.41132354736328,85.89579010009766,72.48842621,101.26277923583984,88.81550598144531,82.33584594726562,67.20187377929688,79.87747955322266,85.34703063964844,disco,disco.00046
reggae.00094.wav,0.3656665384769439,0.086917832,0.13466951,0.001312248,2022.4897299646068,545518.7954008227,2129.800378680689,184319.3801046328,3834.3673529038574,2390564.496,0.095618535,0.002610566,1.779957869985083e-07,0.010912905,-0.00013804,0.00368158,129.1992188,-97.79846954,108.8294677734375,-24.92045593,21.306020736694336,12.562688827514648,7.773273468017578,-3.286352634,3.531932830810547,0.6895100474357605,4.194190979003906,-9.668842316,4.263904571533203,2.458040714263916,-6.626148224,-3.161132336,-1.101510167,-4.829714298,-0.117525578,-7.432728767,-7.70364666,2043.4918212890625,829.5197143554688,339.0115661621094,188.9154357910156,111.9855499267578,100.0368423461914,92.35494995117188,71.62210845947266,72.35784149169922,53.04996871948242,54.46868515014648,42.33858871459961,47.018211364746094,37.01380157470703,37.799583435058594,48.05189133,41.26740264892578,45.36410140991211,42.74531555175781,34.16322708129883,reggae,reggae.00094
reggae.00094.wav_noise,0.3661506959777215,0.086847705,0.13477893,0.0013094,2204.210660506652,429514.4580755414,2384.8797712319165,122053.61240394007,4269.969230350928,1984188.2340626367,0.098263864,0.002550795,-4.20E-08,0.010919189,-0.000138935,0.003676928,129.1992188,-89.16202746,98.22234341544872,-17.11127519,16.10376828540909,15.860235209353082,5.438757148052034,-1.220146435,1.6983333178942055,2.4923047770284046,2.4085110752617034,-7.98564719,3.0931610562049183,3.1197637095707447,-6.950786837,-2.750602136,-1.703994521,-4.015420851,-1.008305848,-6.528912024,-8.529874257,1495.9551652912903,497.78786713558094,368.034549,173.2474586537546,110.19503658289554,84.43440334776068,90.23142476142608,62.16218585252434,68.419674,51.64424694918359,52.07532004427658,39.89334505420687,42.74246888216376,35.66232021182311,34.48481785292475,45.53745916493128,40.592657816853176,41.75972202876192,42.52861553391865,33.287936184458616,reggae,reggae.00094
reggae.00094.wav_stretch,0.3627251088619232,0.087325238,0.09390612,0.000843825,2047.1767245166257,497038.4372587533,2149.057897601484,183185.5020698643,3896.7502405147743,2341290.906031973,0.1002701863203898,0.002685729,-1.98E-07,0.0060329,-2.18E-07,0.001490205,99.38401442307692,-133.5539551,105.54527282714844,-25.93180084,20.518186569213867,12.755066871643066,7.685614109039307,-3.043458223,3.564748525619507,0.7820873260498047,4.292448997497559,-9.587127686,4.235885143280029,2.771155834197998,-6.499284267,-2.956281185,-1.196149707,-5.376134872,-0.631645858,-7.798812389,-7.871925354,1872.5013427734373,778.3996582,335.89044189453125,182.14378356933597,112.33142852783205,103.00677490234376,97.09078216552734,72.87719727,78.07593536376953,58.58085632324219,62.71160507202149,50.35006332397461,51.23216247558594,42.89012145996094,41.78697586,50.94743347167969,46.52930832,49.35976791381836,49.38523864746094,35.33948516845703,reggae,reggae.00094
reggae.00094.wav_shift,0.3724942505359649,0.086517774,0.09130409,0.00073053,1908.1607421424487,426937.2318,1981.146910615212,157123.00275641776,3655.1571449934745,2036291.7941350408,0.097641145,0.002620614,-2.16E-06,0.005438347,-5.16E-05,0.001470371,123.046875,-140.3492279,117.2597427368164,-32.65769958,25.885059356689453,5.324649333953857,16.295442581176758,-10.25164223,9.734272003173828,-7.182680607,12.66676902770996,-15.49134445,5.254562854766846,-1.239281416,2.047083616256714,-11.39720345,5.170880317687988,-11.06570148,5.519253253936768,-8.492886543,-1.034539223,1682.7718505859375,694.3274536132812,323.612793,161.02822875976562,114.66454315185548,98.59294128417967,95.56901550292967,73.63632202148438,76.03195953,60.68086624145508,54.87527084350586,52.405052185058594,55.90304946899414,41.33842849731445,48.023345947265625,43.56008148,56.02658462524414,44.111846923828125,55.850807189941406,40.96825027,reggae,reggae.00094
